"","n","n_t","zeta","Q","scenario_id","rank","iteration_id","save_model","dsim_seed","model_seed","start_gamma","start_emiss"
"41",20,800,2,0.4,"379f8cd7ee623bbe6a2feff34bdae4bb",20,"46ed54b30a79974655009d61914fb019",TRUE,8446337,5651094,"{
  ""tpm"": [0.5543, 0.2228, 0.2228, 0.2228, 0.5543, 0.2228, 0.2228, 0.2228, 0.5543]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4932, 2.505, -6.1134, 2.52, 4.2655, 2.4806],
  ""EOG_median_theta"": [5.9422, 2.4396, 1.0382, 2.4056, -3.8848, 2.5689],
  ""EOG_min_beta"": [-5.9722, 2.5196, 4.0505, 2.5062, -1.1563, 2.4044]
}"
"42",20,800,2,0.4,"379f8cd7ee623bbe6a2feff34bdae4bb",22,"4098cbffee32ce87f0bba21d303dd61b",TRUE,1368833,9318789,"{
  ""tpm"": [0.5721, 0.2139, 0.2139, 0.2139, 0.5721, 0.2139, 0.2139, 0.2139, 0.5721]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4136, 2.5243, -5.8421, 2.4136, 4.0612, 2.4375],
  ""EOG_median_theta"": [5.9416, 2.5053, 1.2621, 2.4457, -4.0535, 2.5113],
  ""EOG_min_beta"": [-5.8616, 2.4306, 4.1812, 2.5568, -1.1751, 2.5552]
}"
"43",80,400,2,0.2,"3867b919ad5de75495a928ee860e6651",11,"81bfa1cb551531b04113df7d4546d4bd",TRUE,3969668,7380993,"{
  ""tpm"": [0.5721, 0.2139, 0.2139, 0.2139, 0.5721, 0.2139, 0.2139, 0.2139, 0.5721]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4105, 2.5214, -5.8788, 2.554, 4.2854, 2.4175],
  ""EOG_median_theta"": [6.1663, 2.4852, 1.2762, 2.5044, -4.1898, 2.5649],
  ""EOG_min_beta"": [-5.8387, 2.4944, 4.0199, 2.5847, -1.1614, 2.5931]
}"
"44",80,400,2,0.2,"3867b919ad5de75495a928ee860e6651",23,"7431afff417ef2e5d58e203c554fd248",TRUE,9368432,5612495,"{
  ""tpm"": [0.5822, 0.2089, 0.2089, 0.2089, 0.5822, 0.2089, 0.2089, 0.2089, 0.5822]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4593, 2.4032, -5.8815, 2.5047, 4.2024, 2.512],
  ""EOG_median_theta"": [6.0034, 2.5761, 0.9046, 2.4837, -4.1866, 2.4132],
  ""EOG_min_beta"": [-6.1508, 2.4875, 3.9207, 2.5203, -1.1808, 2.4392]
}"
"45",20,400,1,0.4,"3987a4c4a5a5ff119108556a8f8c9482",5,"328baf3cff156dd229bd573c04dc6e82",TRUE,5612856,5657039,"{
  ""tpm"": [0.6718, 0.1641, 0.1641, 0.1641, 0.6718, 0.1641, 0.1641, 0.1641, 0.6718]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4167, 1.5399, -6.0834, 1.4774, 4.1497, 1.5863],
  ""EOG_median_theta"": [5.8059, 1.5067, 0.9095, 1.5952, -3.8696, 1.4603],
  ""EOG_min_beta"": [-5.9656, 1.4963, 4.0741, 1.4429, -1.1648, 1.4121]
}"
"46",20,400,1,0.4,"3987a4c4a5a5ff119108556a8f8c9482",28,"18add76892293afbea3d7cda12326d1f",TRUE,9450512,2441445,"{
  ""tpm"": [0.6519, 0.1741, 0.1741, 0.1741, 0.6519, 0.1741, 0.1741, 0.1741, 0.6519]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6075, 1.5611, -5.8351, 1.5231, 4.3671, 1.4453],
  ""EOG_median_theta"": [5.9777, 1.4661, 0.9079, 1.4041, -4.0166, 1.5325],
  ""EOG_min_beta"": [-5.9819, 1.4688, 3.8839, 1.4448, -1.0024, 1.5813]
}"
"47",40,400,0.5,0.4,"3ab741a29c706d129b4db840fedc6e9a",6,"4fa1d94720ae560eaeb9bb5867a45e9f",TRUE,826331,5008188,"{
  ""tpm"": [0.6779, 0.1611, 0.1611, 0.1611, 0.6779, 0.1611, 0.1611, 0.1611, 0.6779]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4821, 1.0407, -5.8553, 1.0377, 4.1825, 0.9005],
  ""EOG_median_theta"": [6.1058, 0.9336, 0.9616, 1.0172, -3.998, 0.9837],
  ""EOG_min_beta"": [-6.0607, 0.9083, 4.0262, 1.0563, -1.3598, 1.022]
}"
"48",40,400,0.5,0.4,"3ab741a29c706d129b4db840fedc6e9a",23,"98b2829a92493f314a34af98044dda59",TRUE,1895116,3736644,"{
  ""tpm"": [0.6222, 0.1889, 0.1889, 0.1889, 0.6222, 0.1889, 0.1889, 0.1889, 0.6222]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3768, 1.0311, -5.9399, 0.9249, 4.1471, 1.0624],
  ""EOG_median_theta"": [6.0116, 1.0563, 1.1528, 1.074, -3.9767, 1.0494],
  ""EOG_min_beta"": [-5.9102, 0.9117, 4.1683, 0.9807, -1.3626, 0.9444]
}"
"49",40,800,2,0.4,"3c34ea4119395ac3d9db19c366f4258a",6,"fdca1cfb701bc66d8d660d0aef251b2c",TRUE,2729197,695736,"{
  ""tpm"": [0.7414, 0.1293, 0.1293, 0.1293, 0.7414, 0.1293, 0.1293, 0.1293, 0.7414]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4623, 2.5056, -6.1518, 2.517, 4.006, 2.4326],
  ""EOG_median_theta"": [6.17, 2.5106, 1.258, 2.4129, -4.1625, 2.5834],
  ""EOG_min_beta"": [-6.1755, 2.5547, 4.1656, 2.4481, -1.164, 2.4893]
}"
"50",40,800,2,0.4,"3c34ea4119395ac3d9db19c366f4258a",9,"b3b8cd40d3b27ad62108709515b019d6",TRUE,6648137,9468207,"{
  ""tpm"": [0.7103, 0.1449, 0.1449, 0.1449, 0.7103, 0.1449, 0.1449, 0.1449, 0.7103]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5488, 2.5829, -6.0446, 2.5978, 4.0489, 2.5551],
  ""EOG_median_theta"": [6.0074, 2.407, 0.9939, 2.4034, -3.9824, 2.4374],
  ""EOG_min_beta"": [-5.824, 2.5814, 3.8536, 2.4063, -1.2949, 2.4064]
}"
"51",20,1600,0.5,0.2,"3e2ae2dde7fddef3832a0008a24f60c7",2,"b3da1bcdc0691c9b8fcb6f4b71f2b2f6",TRUE,2053867,1989831,"{
  ""tpm"": [0.5041, 0.248, 0.248, 0.248, 0.5041, 0.248, 0.248, 0.248, 0.5041]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3977, 0.9867, -6.0597, 0.962, 4.3722, 1.0701],
  ""EOG_median_theta"": [5.9229, 1.0645, 1.1935, 0.9773, -4.0751, 1.0238],
  ""EOG_min_beta"": [-5.9173, 0.9568, 3.855, 1.0025, -1.054, 0.9796]
}"
"52",20,1600,0.5,0.2,"3e2ae2dde7fddef3832a0008a24f60c7",24,"fdf768af546579e8a5c955e0d70b2c9c",TRUE,3512618,4433267,"{
  ""tpm"": [0.5486, 0.2257, 0.2257, 0.2257, 0.5486, 0.2257, 0.2257, 0.2257, 0.5486]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6133, 1.0953, -5.8252, 0.9791, 4.2639, 0.9452],
  ""EOG_median_theta"": [5.9566, 0.9373, 1.2072, 0.901, -4.1593, 0.9785],
  ""EOG_min_beta"": [-5.8446, 0.9589, 4.14, 1.0412, -1.1998, 0.972]
}"
"53",20,400,2,0.2,"3eb0be2541bcdfead8b5164bc87e784d",2,"3086a948c19762677e151f367b855c3f",TRUE,8510313,6680240,"{
  ""tpm"": [0.5189, 0.2405, 0.2405, 0.2405, 0.5189, 0.2405, 0.2405, 0.2405, 0.5189]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5056, 2.4228, -5.8763, 2.4765, 4.0137, 2.4637],
  ""EOG_median_theta"": [6.1044, 2.4283, 1.0238, 2.4532, -4.1572, 2.5923],
  ""EOG_min_beta"": [-5.9325, 2.494, 3.9158, 2.4727, -1.0812, 2.5035]
}"
"54",20,400,2,0.2,"3eb0be2541bcdfead8b5164bc87e784d",9,"1b323336b2eef99cff3a7d88de897b57",TRUE,9534534,4154479,"{
  ""tpm"": [0.611, 0.1945, 0.1945, 0.1945, 0.611, 0.1945, 0.1945, 0.1945, 0.611]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6024, 2.4611, -6.0819, 2.4915, 4.1263, 2.5953],
  ""EOG_median_theta"": [6.0716, 2.4994, 1.0155, 2.4819, -4.0388, 2.4354],
  ""EOG_min_beta"": [-6.1438, 2.4735, 3.8435, 2.4116, -1.2654, 2.4003]
}"
"55",80,1600,0.5,0.2,"42bd4f1c642ce830d43f72c38e5e3531",15,"4533cdedcd5cbc185897b992f98d18b0",TRUE,6417911,9883370,"{
  ""tpm"": [0.6077, 0.1962, 0.1962, 0.1962, 0.6077, 0.1962, 0.1962, 0.1962, 0.6077]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6416, 1.002, -6.1698, 0.9962, 4.1965, 1.068],
  ""EOG_median_theta"": [5.8187, 0.9275, 1.1692, 1.0162, -4.0327, 0.9465],
  ""EOG_min_beta"": [-5.9836, 0.9217, 3.8166, 1.0276, -1.2056, 1.0778]
}"
"56",80,1600,0.5,0.2,"42bd4f1c642ce830d43f72c38e5e3531",20,"d1c42baed94d1aca21bf68cab3e3bf88",TRUE,2299884,6050635,"{
  ""tpm"": [0.5979, 0.201, 0.201, 0.201, 0.5979, 0.201, 0.201, 0.201, 0.5979]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5786, 0.9973, -5.8142, 1.0555, 4.356, 0.9427],
  ""EOG_median_theta"": [5.8807, 1.0168, 1.2907, 1.0629, -3.9922, 0.9234],
  ""EOG_min_beta"": [-5.9606, 1.0269, 4.0324, 1.0714, -1.3264, 0.9781]
}"
"57",40,400,2,0.4,"4bdf4f4d54b8867c11c30a6aae1da261",15,"ce1ef492e5b740b1c4a865a3781e6959",TRUE,7342106,7383838,"{
  ""tpm"": [0.5872, 0.2064, 0.2064, 0.2064, 0.5872, 0.2064, 0.2064, 0.2064, 0.5872]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.606, 2.5799, -5.8053, 2.591, 4.294, 2.588],
  ""EOG_median_theta"": [5.9822, 2.5962, 1.2321, 2.477, -3.8607, 2.4511],
  ""EOG_min_beta"": [-5.9746, 2.4747, 4.1597, 2.5006, -1.204, 2.4491]
}"
"58",40,400,2,0.4,"4bdf4f4d54b8867c11c30a6aae1da261",29,"80cdea550aa4d844c58fd05937119640",TRUE,6627451,153649,"{
  ""tpm"": [0.7576, 0.1212, 0.1212, 0.1212, 0.7576, 0.1212, 0.1212, 0.1212, 0.7576]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6111, 2.4361, -6.1537, 2.4082, 4.2594, 2.4485],
  ""EOG_median_theta"": [5.878, 2.5264, 0.9456, 2.4795, -4.0635, 2.4543],
  ""EOG_min_beta"": [-6.0725, 2.5632, 3.8102, 2.4227, -1.0797, 2.4989]
}"
"59",80,800,1,0.4,"50a5105b94613471d1936047599178b2",15,"1e29101fd64f96175842ac6d65373e16",TRUE,6390451,7734242,"{
  ""tpm"": [0.614, 0.193, 0.193, 0.193, 0.614, 0.193, 0.193, 0.193, 0.614]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3351, 1.4131, -6.0087, 1.408, 4.1735, 1.4722],
  ""EOG_median_theta"": [5.9788, 1.4499, 1.0871, 1.4482, -3.9143, 1.5663],
  ""EOG_min_beta"": [-6.1452, 1.5877, 4.0326, 1.4496, -1.0338, 1.4136]
}"
"60",80,800,1,0.4,"50a5105b94613471d1936047599178b2",17,"99d2973545839cfcbbce8f1b40489048",TRUE,1745221,154039,"{
  ""tpm"": [0.6185, 0.1908, 0.1908, 0.1908, 0.6185, 0.1908, 0.1908, 0.1908, 0.6185]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3174, 1.5831, -6.1252, 1.5176, 4.2978, 1.4753],
  ""EOG_median_theta"": [6.1975, 1.5074, 1.0665, 1.5313, -4.1896, 1.4738],
  ""EOG_min_beta"": [-5.9016, 1.4611, 3.9173, 1.5535, -1.1895, 1.5418]
}"
"61",40,800,1,0.4,"56920cf22dbaaf91a474c5055a3f9a4f",7,"09789624c4ceb899f9ff82de29efd6db",TRUE,698886,3156097,"{
  ""tpm"": [0.6199, 0.19, 0.19, 0.19, 0.6199, 0.19, 0.19, 0.19, 0.6199]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5924, 1.5618, -5.8514, 1.457, 4.0499, 1.4891],
  ""EOG_median_theta"": [6.188, 1.5239, 1.2177, 1.5457, -3.9132, 1.5884],
  ""EOG_min_beta"": [-5.8466, 1.5721, 3.8206, 1.5882, -1.2459, 1.5794]
}"
"62",40,800,1,0.4,"56920cf22dbaaf91a474c5055a3f9a4f",13,"94d6b3abe9a3eddd9bb4bd250377d215",TRUE,5213723,2584851,"{
  ""tpm"": [0.5928, 0.2036, 0.2036, 0.2036, 0.5928, 0.2036, 0.2036, 0.2036, 0.5928]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5013, 1.4517, -6.1318, 1.4596, 4.3182, 1.4598],
  ""EOG_median_theta"": [5.8498, 1.4731, 1.1621, 1.5365, -3.8156, 1.455],
  ""EOG_min_beta"": [-6.0299, 1.4553, 4.0883, 1.4285, -1.3636, 1.5617]
}"
"63",80,1600,2,0.2,"60185289576afcbee242fb109f85a5a8",16,"1f8a7336a8468c5366cbcbb7d889f8ec",TRUE,450917,7773438,"{
  ""tpm"": [0.6656, 0.1672, 0.1672, 0.1672, 0.6656, 0.1672, 0.1672, 0.1672, 0.6656]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4953, 2.5768, -6.1334, 2.4718, 4.202, 2.4254],
  ""EOG_median_theta"": [6.117, 2.4852, 1.2727, 2.5508, -3.8504, 2.4676],
  ""EOG_min_beta"": [-6.156, 2.4214, 3.9435, 2.5341, -1.0951, 2.5875]
}"
"64",80,1600,2,0.2,"60185289576afcbee242fb109f85a5a8",23,"9a3c65034976bf2fc8efb0778d087f72",TRUE,9377084,3347408,"{
  ""tpm"": [0.6836, 0.1582, 0.1582, 0.1582, 0.6836, 0.1582, 0.1582, 0.1582, 0.6836]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4083, 2.5917, -6.0123, 2.5203, 4.2348, 2.561],
  ""EOG_median_theta"": [5.8143, 2.4513, 1.2878, 2.5616, -3.9066, 2.47],
  ""EOG_min_beta"": [-6.1756, 2.4818, 4.062, 2.4688, -1.1665, 2.429]
}"
"65",40,800,1,0.2,"6854d14e6d9b76cceefe55b73846a1b2",24,"4aa92a676406c6527ce2f8bae5a5cd6a",TRUE,8646317,4966575,"{
  ""tpm"": [0.5587, 0.2206, 0.2206, 0.2206, 0.5587, 0.2206, 0.2206, 0.2206, 0.5587]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4057, 1.4008, -5.9754, 1.4955, 4.2033, 1.4591],
  ""EOG_median_theta"": [5.8629, 1.424, 1.2708, 1.4144, -3.9934, 1.5508],
  ""EOG_min_beta"": [-5.9549, 1.5457, 4.1148, 1.5735, -1.1731, 1.5535]
}"
"66",40,800,1,0.2,"6854d14e6d9b76cceefe55b73846a1b2",27,"97ad0d7a3917e1c758416c11d7c27cba",TRUE,9972790,8685636,"{
  ""tpm"": [0.6996, 0.1502, 0.1502, 0.1502, 0.6996, 0.1502, 0.1502, 0.1502, 0.6996]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5417, 1.438, -6.0395, 1.4986, 4.0682, 1.4211],
  ""EOG_median_theta"": [6.131, 1.4889, 0.9438, 1.588, -4.0837, 1.4613],
  ""EOG_min_beta"": [-5.865, 1.5026, 3.872, 1.5516, -1.0765, 1.444]
}"
"67",80,800,0.5,0.2,"708356851f9d3a9c0b0ff3ff6b48a6b2",20,"d4d6e37e31347bf3c860a02cbe33e909",TRUE,3698706,6997961,"{
  ""tpm"": [0.772, 0.114, 0.114, 0.114, 0.772, 0.114, 0.114, 0.114, 0.772]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6723, 1.016, -6.1713, 0.9266, 4.1884, 0.9327],
  ""EOG_median_theta"": [6.1172, 0.9238, 0.948, 1.0597, -3.954, 1.0369],
  ""EOG_min_beta"": [-5.9098, 1.0698, 3.9322, 1.0818, -1.0175, 1.0993]
}"
"68",80,800,0.5,0.2,"708356851f9d3a9c0b0ff3ff6b48a6b2",22,"5766df033710d9347ebe6051e856350a",TRUE,1043911,3452391,"{
  ""tpm"": [0.7488, 0.1256, 0.1256, 0.1256, 0.7488, 0.1256, 0.1256, 0.1256, 0.7488]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5557, 1.0709, -5.999, 1.017, 4.3749, 1.0823],
  ""EOG_median_theta"": [6.0473, 1.0376, 1.296, 1.0258, -3.9216, 1.0446],
  ""EOG_min_beta"": [-5.8381, 1.0681, 4.1806, 1.0342, -1.203, 1.0843]
}"
"69",80,1600,2,0.1,"72c4b2fbf602ec96b7ee2fe70f71f1f7",12,"794d65ca67cf7cedafc0a5636fcf37c8",TRUE,1088848,8395714,"{
  ""tpm"": [0.5456, 0.2272, 0.2272, 0.2272, 0.5456, 0.2272, 0.2272, 0.2272, 0.5456]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3802, 2.4735, -5.9698, 2.4919, 4.3704, 2.4122],
  ""EOG_median_theta"": [6.1436, 2.4381, 1.0574, 2.4709, -3.8329, 2.446],
  ""EOG_min_beta"": [-5.9303, 2.5406, 4.0083, 2.5026, -1.2228, 2.4635]
}"
"70",80,1600,2,0.1,"72c4b2fbf602ec96b7ee2fe70f71f1f7",26,"a26c453ddcc652caa6acf9887f6e0cd8",TRUE,639121,1186504,"{
  ""tpm"": [0.6136, 0.1932, 0.1932, 0.1932, 0.6136, 0.1932, 0.1932, 0.1932, 0.6136]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3796, 2.4524, -6.1392, 2.4448, 4.2479, 2.4088],
  ""EOG_median_theta"": [6.1242, 2.5008, 0.934, 2.4313, -4.173, 2.5689],
  ""EOG_min_beta"": [-5.9299, 2.5563, 3.8434, 2.4749, -1.089, 2.404]
}"
"71",40,400,0.5,0.2,"759af233cb847466b0025f8b8380f9bb",11,"9bc34fd64ae28dc6c454433db949628d",TRUE,2482369,8812656,"{
  ""tpm"": [0.6389, 0.1806, 0.1806, 0.1806, 0.6389, 0.1806, 0.1806, 0.1806, 0.6389]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3544, 1.0852, -5.9214, 0.9796, 4.2275, 1.0323],
  ""EOG_median_theta"": [5.8977, 0.9382, 0.9327, 1.0332, -4.0278, 1.0204],
  ""EOG_min_beta"": [-6.0779, 1.0737, 4.0597, 1.0318, -1.3845, 1.0702]
}"
"72",40,400,0.5,0.2,"759af233cb847466b0025f8b8380f9bb",26,"5bc4ab24dcebc323e991b05b61973e07",TRUE,5322798,3990084,"{
  ""tpm"": [0.7827, 0.1086, 0.1086, 0.1086, 0.7827, 0.1086, 0.1086, 0.1086, 0.7827]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5953, 0.9651, -6.1524, 1.0881, 4.0258, 1.031],
  ""EOG_median_theta"": [6.1956, 0.9288, 0.9791, 0.9535, -3.8823, 0.9529],
  ""EOG_min_beta"": [-5.8871, 1.0182, 4.0732, 0.9126, -1.1712, 0.9914]
}"
"73",40,1600,2,0.1,"7a21c6080a3246833423b8997e9253ea",3,"5b0efeab478192c86c0669507bbdc680",TRUE,734718,9142851,"{
  ""tpm"": [0.7148, 0.1426, 0.1426, 0.1426, 0.7148, 0.1426, 0.1426, 0.1426, 0.7148]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3666, 2.5719, -6.0251, 2.4701, 4.1894, 2.427],
  ""EOG_median_theta"": [6.1686, 2.5874, 1.1846, 2.5457, -3.8707, 2.505],
  ""EOG_min_beta"": [-5.9307, 2.4965, 4.1626, 2.5932, -1.2098, 2.5988]
}"
"74",40,1600,2,0.1,"7a21c6080a3246833423b8997e9253ea",6,"63a6fa72e2b90268b0e655ac7715af1c",TRUE,4101396,4065131,"{
  ""tpm"": [0.639, 0.1805, 0.1805, 0.1805, 0.639, 0.1805, 0.1805, 0.1805, 0.639]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3124, 2.5436, -6.1428, 2.4356, 4.3208, 2.4287],
  ""EOG_median_theta"": [5.9722, 2.4356, 1.2378, 2.4352, -4.0572, 2.4167],
  ""EOG_min_beta"": [-6.1565, 2.415, 3.8063, 2.5229, -1.2859, 2.4263]
}"
"75",80,800,2,0.1,"7ac9b62ff22181f3f67f345de6315cd1",14,"c25b6699cc0ae2e7408121cf138e7a44",TRUE,381392,5423059,"{
  ""tpm"": [0.7446, 0.1277, 0.1277, 0.1277, 0.7446, 0.1277, 0.1277, 0.1277, 0.7446]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6682, 2.5807, -6.0147, 2.4731, 4.121, 2.4075],
  ""EOG_median_theta"": [5.9841, 2.561, 1.1922, 2.4628, -3.9034, 2.449],
  ""EOG_min_beta"": [-6.0315, 2.5466, 4.037, 2.4481, -1.3587, 2.5123]
}"
"76",80,800,2,0.1,"7ac9b62ff22181f3f67f345de6315cd1",18,"fbb3fe86d734a920f530c31940311ca1",TRUE,8222830,9734575,"{
  ""tpm"": [0.7976, 0.1012, 0.1012, 0.1012, 0.7976, 0.1012, 0.1012, 0.1012, 0.7976]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3089, 2.4284, -5.858, 2.5672, 4.3198, 2.5913],
  ""EOG_median_theta"": [5.8704, 2.4181, 1.2532, 2.423, -4.1628, 2.504],
  ""EOG_min_beta"": [-6.0516, 2.5051, 3.9898, 2.5925, -1.3539, 2.4013]
}"
"77",40,800,2,0.2,"7ee09f86ae36f60b1baeec63d6db4574",13,"b40e6a8ebc71b2cd9cdcf0e218e6d3d6",TRUE,5668552,2513736,"{
  ""tpm"": [0.6965, 0.1518, 0.1518, 0.1518, 0.6965, 0.1518, 0.1518, 0.1518, 0.6965]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6587, 2.4843, -6.012, 2.5445, 4.2932, 2.5406],
  ""EOG_median_theta"": [5.8487, 2.5469, 1.1222, 2.5955, -3.9096, 2.5942],
  ""EOG_min_beta"": [-5.9057, 2.5783, 4.0239, 2.5672, -1.1479, 2.5358]
}"
"78",40,800,2,0.2,"7ee09f86ae36f60b1baeec63d6db4574",27,"701fcbf3fc5da91fdb733ba38b1475fc",TRUE,4515811,5172527,"{
  ""tpm"": [0.684, 0.158, 0.158, 0.158, 0.684, 0.158, 0.158, 0.158, 0.684]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6017, 2.5663, -5.8373, 2.5222, 4.3204, 2.5603],
  ""EOG_median_theta"": [5.9611, 2.4932, 1.067, 2.539, -4.1029, 2.5635],
  ""EOG_min_beta"": [-6.0792, 2.5828, 4.1114, 2.5223, -1.3335, 2.407]
}"
"79",20,400,1,0.1,"7f69d6da6f7a2dd53460026272d8f566",25,"ee8d42f0f33f2b94b2c905794cd3b990",TRUE,3967251,6950467,"{
  ""tpm"": [0.5897, 0.2051, 0.2051, 0.2051, 0.5897, 0.2051, 0.2051, 0.2051, 0.5897]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.5246, 1.548, -6.1917, 1.5096, 4.1873, 1.4657],
  ""EOG_median_theta"": [6.1263, 1.4936, 0.956, 1.5584, -4.1658, 1.5024],
  ""EOG_min_beta"": [-5.8637, 1.4585, 4.1234, 1.5371, -1.3642, 1.4246]
}"
"80",20,400,1,0.1,"7f69d6da6f7a2dd53460026272d8f566",28,"6307b0ddff4eeeb7df0759de3b8c6f7d",TRUE,9464061,7932345,"{
  ""tpm"": [0.7971, 0.1014, 0.1014, 0.1014, 0.7971, 0.1014, 0.1014, 0.1014, 0.7971]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4753, 1.4772, -6.1549, 1.4761, 4.2884, 1.4949],
  ""EOG_median_theta"": [6.0855, 1.464, 1.1423, 1.5644, -4.1335, 1.5208],
  ""EOG_min_beta"": [-5.9515, 1.5689, 4.0203, 1.5628, -1.0842, 1.4636]
}"
"81",20,1600,0.5,0.1,"82039e431a3db204e739d20687eefb08",25,"b773bfc5ace7dc11730ff2b1ccd29f53",TRUE,9377991,2506390,"{
  ""tpm"": [0.5326, 0.2337, 0.2337, 0.2337, 0.5326, 0.2337, 0.2337, 0.2337, 0.5326]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.6538, 1.0879, -5.8641, 1.0875, 4.2925, 1.0693],
  ""EOG_median_theta"": [6.004, 0.9768, 1.2365, 0.9519, -3.8923, 0.9244],
  ""EOG_min_beta"": [-5.8303, 1.0047, 4.0217, 1.0523, -1.3506, 0.9496]
}"
"82",20,1600,0.5,0.1,"82039e431a3db204e739d20687eefb08",26,"2e76cf41ea841b8b337964eb79af3c65",TRUE,6739349,800221,"{
  ""tpm"": [0.6557, 0.1721, 0.1721, 0.1721, 0.6557, 0.1721, 0.1721, 0.1721, 0.6557]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3185, 0.9942, -6.0976, 1.0683, 4.3831, 0.9458],
  ""EOG_median_theta"": [6.1119, 0.9762, 1.0764, 0.9261, -3.9163, 1.0651],
  ""EOG_min_beta"": [-5.9347, 0.9416, 3.9574, 1.0844, -1.3993, 0.9105]
}"
"83",40,400,1,0.1,"838cd4946e7be44753215d9262eb07ad",15,"c5de66b0716edfa282094428eb9f3d4e",TRUE,6773039,8794861,"{
  ""tpm"": [0.7532, 0.1234, 0.1234, 0.1234, 0.7532, 0.1234, 0.1234, 0.1234, 0.7532]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4192, 1.5673, -6.0597, 1.4074, 4.2386, 1.4421],
  ""EOG_median_theta"": [6.1321, 1.4687, 1.0192, 1.435, -3.8851, 1.4078],
  ""EOG_min_beta"": [-6.1613, 1.4956, 4.1631, 1.4293, -1.161, 1.4945]
}"
"84",40,400,1,0.1,"838cd4946e7be44753215d9262eb07ad",28,"e61ee8c62671e0fe806dfc338ab01282",TRUE,4160854,6246261,"{
  ""tpm"": [0.5854, 0.2073, 0.2073, 0.2073, 0.5854, 0.2073, 0.2073, 0.2073, 0.5854]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.3703, 1.4492, -6.0126, 1.4357, 4.287, 1.4876],
  ""EOG_median_theta"": [6.1429, 1.444, 0.9952, 1.4876, -4.1547, 1.4943],
  ""EOG_min_beta"": [-5.8841, 1.5872, 3.982, 1.5933, -1.0258, 1.481]
}"
"85",20,1600,2,0.1,"877860f7ff09935a9ad788d21dec15bf",3,"abb5420ee944a6a1bb07137e5992ec8c",TRUE,5298001,4062205,"{
  ""tpm"": [0.5992, 0.2004, 0.2004, 0.2004, 0.5992, 0.2004, 0.2004, 0.2004, 0.5992]
}","{
  ""EEG_Fpz_Cz_mean_beta"": [-1.4869, 2.5987, -6.0704, 2.5089, 4.3185, 2.4911],
  ""EOG_median_theta"": [6.0343, 2.4426, 1.2271, 2.4646, -4.1342, 2.4594],
  ""EOG_min_beta"": [-6.1917, 2.4081, 4.003, 2.4992, -1.2059, 2.5719]
}"
